1581,TSI,1
1582,UGI,1
1583,UNF,1
1584,UNT,1
1585,UVV,1
1586,VAR,1
1587,VMC,1
1588,VNO,1
1589,WMK,1
1590,WRI,1
1591,WST,1
1592,MOS,1
1593,SYK,1
1594,FAX,1
1595,TTF,1
1596,TFX,1
1597,HYB,1
1598,PPT,1
1599,IAF,1
1600,MIN,1
1601,GIM,1
1602,ALTR,0
1603,AB,1
1604,PIM,1
1605,BID,1
1606,AVD,1
1607,CMCSA,1
1608,USG,1
1609,BKT,1
1610,ACI,0
1611,PNC,1
1612,CMT,1
1613,AXLL,0
1614,CIF,1
1615,KHI,1
1616,MAN,1
1617,OIA,1
1618,CIA,1
1619,BBVA,1
1620,EMC,0
1621,MTH,1
1622,NMI,1
1623,NPI,0
1624,OMI,1
1625,PAR,1
1626,VOD,1
1627,RPT,1
1628,OHGI,1
1629,BOOM,1
1630,CCL,1
1631,KMM,1
1632,CUB,1
1633,CYTR,1
1634,FMER,0
1635,CY,1
1636,MOCO,1
1637,XOMA,1
1638,ITUS,1
1639,AEGN,1
1640,DW,1
1641,MU,1
1642,BPT,1
1643,PCL,0
1644,BNSO,1
1645,CDI,1
1646,CXE,1
1647,CXH,1
1648,DDS,1
1649,DX,1
1650,FT,1
1651,IEX,1
1652,JMM,1
1653,KSM,1
1654,KTF,1
1655,MEN,1
1656,MHF,1
1657,MNI,1
1658,MPV,1
1659,NPP,0
1660,PMM,1
1661,SCHW,1
1662,TCB,1
1663,TSS,1
1664,TWN,1
1665,VLT,1
1666,WBK,1
1667,EE,1
1668,EAT,1
1669,HURC,1
1670,HLS,1
1671,TROW,1
1672,ERIC,1
1673,EOG,1
1674,CGNX,1
1675,HNR,1
1676,ZIXI,1
1677,STAR,1
1678,STJ,1
1679,PDT,1
1680,SAFM,1
1681,HRL,1
1682,CH,1
1683,DSM,1
1684,EMF,1
1685,HTR,1
1686,MCR,1
1687,MFV,1
1688,NMA,0
1689,TKF,1
1690,CAR,1
1691,JEC,1
1692,LDL,1
1693,MGM,1
